OBJECTID,UNIT_ID,LMS_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS,BSKTB,BASEB,SOCCR,MPFLD,FITZN,SK8PK,PCNIC,PLGND,POOLS,SPPAD,DGPRK,GYM,COMCT,SNRCT,RSTRM,TOTAL_GOOD,TOTAL_FAIR,TOTAL_POOR,TYPE,CENTER_LAT,CENTER_LON,ADDRESS,CITY,ZIP,HOURS,PHONES,IS_COUNTY,Shape__Area,Shape__Length
53,1147,23498,Granada Park,Granada Park,Open Access,16.052,16.05166676,"Alhambra, City of",City,City Agency,http://www.cityofalhambra.org/page/20/parks_rec_department/,"Alhambra, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,2,1,1,0,0,0,0,3,1,2,0,0,1,0,0,1,7,4,1,Local Park,34.06781993,-118.14559367,2000 W. Hellman,Alhambra,91803,<Null>,General: (626) 570-5081,No,699207.8125,4403.07174743066
54,1175,60312,Grant Rea Park,Grant Rea Park,Open Access,24.94,24.94016616,"Montebello, City of",City,City Agency,http://www.cityofmontebello.com/depts/parks/default.asp,"Montebello, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,5,0,1,0,0,4,1,0,1,0,0,2,0,4,15,3,0,Local Park,34.01713035,-118.09035705,600 Rea Dr,Montebello,90640,,,No,1086389.29296875,5869.46789536797
55,1180,23516,Bandini Park (City of Commerce),Bandini Park,Open Access,3.323,3.32323382,"Commerce, City of",City,City Agency,http://www.ci.commerce.ca.us/index.aspx?NID=89,"Commerce, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,1,1,0,1,1,0,3,1,1,0,0,0,1,0,0,10,0,0,Local Park,34.0076512,-118.17118203,4725 Astor Ave,Los Angeles,90040,,,No,144759.48828125,2017.41667496058
56,1185,23445,Greayer's Oak Park,Greayer's Oak Park,Open Access,0.596,0.59602345,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.09055456,-118.21217524,Great Oak Cir,Los Angeles,90065,,,No,25962.6787109375,866.919457867297
57,1230,23186,Greystone Park and Mansion,Greystone Park,Open Access,18.848,18.84767174,"Beverly Hills, City of",City,City Agency,http://www.beverlyhills.org/living/recreationparks/,"Beverly Hills, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.09218632,-118.40128949,905 Loma Vista Dr,Beverly Hills,90210,,,No,821001.302734375,4238.63497203516
58,1234,23288,Gridley Park,Gridley Park,Open Access,10.43,10.430895,"Cerritos, City of",City,City Agency,http://www.ci.cerritos.ca.us/,"Cerritos, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,3,1,3,Local Park,33.84987264,-118.08639503,19734 Gridley Rd,Cerritos,90703,,,No,454367.967773438,5534.60601609537
59,1246,23160,Griffith Manor Park,Griffith Manor Park,Open Access,2.804,2.80393726,"Glendale, City of",City,City Agency,http://www.glendaleca.gov/government/city-departments/community-services-parks,"Glendale, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,Local Park,34.16460958,-118.29247719,1551 Flower St,Glendale,91201,,,No,122139.018554688,1418.7592396746
60,1253,,Griffith Park (City of Claremont),Griffith Park,Open Access,9.448,9.4473792,"Claremont, City of",City,City Agency,http://www.ci.claremont.ca.us/ps.leisurerecreation.cfm?ID=1709,"Claremont, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Poor,None,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,5,Local Park,34.11707059,-117.73902837,1800 Woodbend Dr,Claremont,91711,,,No,411526.184570313,2570.2670495846
61,1282,3000005,Adventure Park,Adventure Park,Open Access,14.597,14.59814981,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,Fair,0.3,0,3,2,0,0,1,0,7,1,0,1,0,1,1,0,4,2,7,2,Local Park,33.94262184,-118.03519255,10130 S. Gunn Ave.,Whittier,90605,"Operating Hours<br>
Monday – Sunday<br>
6:30 am to 9:00 pm
<p>
Senior Nutrition Hours<br>
Monday - Friday<br>
11:00am to 1:00pm
<p>
Splash pads start From May 1 through September 30 11 a.m. to 7 p.m., 7 days a week","General: (562) 698-7645; Reservations: (800) 404-5888",Yes,635892.861328125,3687.07086158037
62,1321,,Hacienda Park (City of La Habra Heights),Hacienda Park,Open Access,10.809,10.80954385,"La Habra Heights, City of",City,City Agency,http://www.la-habra-heights.org/,"La Habra Heights, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Poor,0.4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,Local Park,33.95701387,-117.95878967,La Habra Heights,La Habra,90631,,,No,470861.844726563,3009.14029260968
63,1350,,Hamilton Park (City of Pomona),Hamilton Park,Open Access,1.361,1.36093261,"Pomona, City of",City,City Agency,http://ci.pomona.ca.us/index.php/visitors/park-directory,"Pomona, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Local Park,34.06089672,-117.7638354,954 Weber St,Pomona,91768,,,No,59281.990234375,1149.12860337045
64,1365,22840,Hancock Park,Hancock Park,Open Access,23.105,23.10520628,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.06372964,-118.35689036,5800 block of Wilshire Blvd   ,Los Angeles,90036,,,No,1006458.7578125,4124.40630771228
65,1374,57407,Hansen Dam Park,Hansen Dam Park,Open Access,419.629,419.5950819,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Regional Park,Regional Park,Yes,Yes,Yes,Good,Present - Good,Present - Good,0,0,0,7,5,0,1,1,2,1,1,0,0,0,0,0,2,12,6,2,Regional Recreation Park,34.2690272,-118.38916072,11770  Foothill Blvd,Sunland,91040,,(818) 899-4537,No,18277488.6513672,38610.054845222
66,1424,23180,Harold A. Henry Park,Harold A. Henry Park,Open Access,2.081,2.08083819,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,Local Park,34.05775488,-118.3251147,890  Lucerne Ave,Los Angeles,90005,,(213) 485-5054,No,90640.9501953125,1515.76351059946
67,1468,,Willie White Park,Willie White Park,Open Access,4.216,4.21556975,"Pomona, City of",City,City Agency,http://ci.pomona.ca.us/index.php/visitors/park-directory,"Pomona, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,Local Park,34.10177902,-117.7422648,,Pomona,91767,,,No,183629.490234375,1734.74878225012
68,1478,22719,Hartland Mini Park,Hartland Mini Park,Open Access,0.066,0.06598613,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.19478252,-118.43083707,6830 Woodman Ave,Van Nuys,91405,,,No,2874.3447265625,327.421719302846
69,1485,2190,Jackie Tatum/Harvard Recreation Center,Jackie Tatum/Harvard Rec. Ctr.,Open Access,12.85,12.85068956,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,8,2,3,0,1,0,1,1,1,1,0,0,0,1,0,0,2,15,2,Local Park,33.98393981,-118.30458403,1535  62nd St,Los Angeles,90047,,(323) 778-2579,No,559773.797851563,3414.96554591825
70,1522,23508,Barnes Park (City of Monterey Park),Barnes Park,Open Access,10.86,10.85996419,"Monterey Park, City of",City,City Agency,http://www.ci.monterey-park.ca.us/,"Monterey Park, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Not Reported,Present - Fair,Not Reported,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,Local Park,34.05784859,-118.12652532,350 S Mc Pherrin Ave,Monterey Park,91754,,,No,473058.146484375,3067.5279654349
71,1580,23360,Hazard Park,Hazard Park,Open Access,24.183,24.18305119,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,2,1,2,0,1,1,1,0,2,0,0,0,1,0,0,1,3,7,2,Local Park,34.05939811,-118.20179155,2230  Norfolk St,Los Angeles,90033,,(213) 485-6839,No,1053409.49707031,6304.16044191147
72,1647,,Heidelberg Park,Heidelberg Park,Open Access,18.701,18.70014787,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Community Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.1099539,-118.21211646,911 Museum Dr,Los Angeles,90042,,,No,814575.186523438,4809.53762842629
73,1652,23345,Barnes Park (City of Baldwin Park),Barnes Park,Open Access,6.574,6.57421567,"Baldwin Park, City of",City,City Agency,http://www.baldwinpark.com/,"Baldwin Park, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,2,0,0,1,1,0,3,2,0,1,0,0,1,0,1,6,5,1,Local Park,34.06976681,-117.99954014,3251 Patritti Avenue,Baldwin Park,91706,<Null>,,No,286371.6875,3000.92002587665
74,1704,23363,Henry Alvarez Memorial Park,Henry Alvarez Memorial Park,Open Access,2.567,2.56722938,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,Local Park,34.05888419,-118.19512955,2830  Lancaster Ave,Los Angeles,90033,,(213) 847-2961,No,111828.06640625,1791.64393473198
75,1713,2636,Barnsdall Park,Barnsdall Park,Open Access,14.291,14.29082987,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.10042046,-118.2941722,4800  Hollywood Blvd,Los Angeles,90027,,(323) 644-6275,No,622506.0625,3261.30850366133
76,1771,,Abrams,Abrams,Unknown Access,106.697,106.69331574,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.13476943,-118.73267688,30605 Vets Ct,Agoura Hills,91301,,,No,4647542.24316406,9189.38456055619
77,1807,23470,Highland Park,Highland Park,Open Access,3.75,3.74967216,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Fair,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,3,0,Local Park,34.11447127,-118.18448994,6150  Piedmont Ave,Los Angeles,90042,,(213) 847-4876,No,163335.057617188,2189.44163187734
78,1811,,Highland Park Rec. Center,Highland Park Rec. Ctr.,Open Access,5.414,5.41341056,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,2,4,1,Local Park,34.11297636,-118.18795439,6150  Piedmont Ave,Los Angeles,90042,,(213) 847-4875,No,235807.220703125,2121.01846785227
79,1823,,Highlands Park (City of Monterey Park),Highlands Park,Open Access,6.922,6.92198115,"Monterey Park, City of",City,City Agency,http://www.ci.monterey-park.ca.us/,"Monterey Park, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,6,0,0,Local Park,34.05801049,-118.15442101,Monterey Park,Monterey Park,91754,,,No,301520.309570313,4638.91938032889
80,1840,,Arnie Quinones Park,Arnie Quinones Park,Open Access,10.482,10.48000188,"Palmdale, City of",City,City Agency,http://www.cityofpalmdale.org/Residents/Recreation-and-Culture,"Palmdale, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Local Park,34.62781529,-118.21988917,41003 50th St W,Palmdale,93551,,,No,456507.055664063,2748.99080369986
81,1861,70013,Hjelte Sports Center,Hjelte Sports Ctr.,Open Access,14.717,14.71671061,United States Army Corps of Engineers,Federal,Federal Agency,http://www.usace.army.mil/,United States Army Corps of Engineers,Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,Local Park,34.16684145,-118.48507894,16200 Burbank Blvd,Encino,91436,,,No,641057.353515625,3480.88698302971
82,1874,,Hollenbeck Park (City of Covina),Hollenbeck Park,Open Access,9.503,9.50324018,"Covina, City of",City,City Agency,http://www.ci.covina.ca.us/city-departments/parks-a-recreation,"Covina, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,4,0,Local Park,34.10202438,-117.89793372,1250 N Hollenbeck Ave,Covina,91722,,,No,413959.485351563,2586.27863177551
83,1893,23219,Dorothy J. and Benjamin B. Smith Park,Dorothy J. and Benjamin B. Smith Park,Open Access,1.437,1.4366818,"Los Angeles - Department of Recreation and Parks, City of",City,City Agency,http://www.laparks.org/,"Los Angeles - Department of Recreation and Parks, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Local Park,34.10382516,-118.34286185,7020  Franklin Ave,Los Angeles,90028,,(213) 847-3599,No,62581.609375,1007.41044882536
84,1902,,Hollywood Rec. Center,Hollywood Rec. Ctr.,Open Access,1.292,1.29208848,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,3,1,3,Local Park,34.09117838,-118.32936917,1122  Cole Ave,Los Angeles,90038,,(323) 467-6847,No,56283.1484375,953.179292227815
85,1906,23082,Holmby Park,Holmby Park,Open Access,8.519,8.51859639,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Fair,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,2,Local Park,34.07257169,-118.42956302,601  Club View Dr,Los Angeles,90024,,(310) 276-1604,No,371068.5625,3294.89711888226
86,1924,2619,Hoover Rec. Center,Hoover Rec. Ctr.,Open Access,2.99,2.98960077,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Fair,0,0,1,0,1,0,1,0,1,2,0,0,0,0,1,0,1,2,5,1,Local Park,34.03244962,-118.28336948,1010  25th St,Los Angeles,90007,,(213) 749-8896,No,130226.48828125,2254.84457290258
87,1931,,Walnut City Open Space Lands,Walnut City OS Lands,Open Access,33.892,33.89212935,"Walnut, City of",City,City Agency,http://www.ci.walnut.ca.us/general.asp?id=135,"Walnut, City of",Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.03352302,-117.85349912,21201 La Puente Rd,Walnut,91789,,,No,1476335.25390625,6126.18358696879
88,1954,,Unnamed site - Mountains Recreation and Conservation Authority, ,Open Access,14.362,14.36056951,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Community Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.27567745,-118.59390595,,Chatsworth,91311,,,No,625543.904296875,3666.96200336885
89,1976,22948,Hotchkiss Park,Hotchkiss Park,Open Access,2.081,2.08089773,"Santa Monica, City of",City,City Agency,http://santa-monica.org/departments/ccs/content.aspx?id=32599,"Santa Monica, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Local Park,34.00584064,-118.4841758,Santa Monica,Santa Monica,90405,,,No,90643.5439453125,1204.36870966063
90,1983,73856,Howard Finn Park,Howard Finn Park,Open Access,1.197,1.19709402,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,Not Reported,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Local Park,34.25836332,-118.30065491,7747  Foothill Blvd,Tujunga,91042,,(818) 899-4537,No,52145.20703125,915.780847380055
91,1998,2169,Hubert H. Humphrey Memorial Park,Hubert H. Humphrey Memorial Park,Open Access,9.988,9.98700822,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,1,2,0,1,0,0,0,1,1,0,0,1,1,0,1,2,6,1,Local Park,34.28130168,-118.40659173,12560  Filmore St,Pacoima,91331,,(818) 896-6510,No,435032.338867188,2641.14732101406
92,2062,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,1.51,1.50996325,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.34765964,-118.53382201,,Newhall,91321,,,No,65773.7373046875,1220.76414485999
93,2142,3000017,Bassett Park,Bassett Park,Open Access,9.787,9.78742008,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,None,0,0,0,0,2,0,1,1,2,3,0,1,0,1,2,0,2,2,10,3,Local Park,34.05153881,-117.98682284,510 N. Vineland Ave. ,La Puente,91746,"Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday
<p>
Senior Nutrition Hours<b>
Monday - Friday<b>
11:00am to 1:00pm<b>
Opening October 1st
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<b>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday
<p>
Senior Nutrition Hours<br>
Monday - Friday<br>
11:00am to 1:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm<br>
<p>
Splash pads start From July 6 through September 30 11 a.m. to 7 p.m., 7 days a week","General: (626) 333-0959; Reservations: (888) 239-6700",Yes,426338.30859375,2841.79860481237
94,2316,23208,Irving Schachter Park,Irving Schachter Park,Open Access,1.802,1.80192122,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,Local Park,34.04023139,-118.39916805,2599  Beverwil Dr,Los Angeles,90064,,(310) 840-2186,No,78491.373046875,1099.26565440988
95,2357,23066,Ivy Substation and Media Park,Ivy Substation and Media Park,Open Access,1.715,1.7147493,"Culver City, City of",City,City Agency,http://www.culvercity.org/Home/Government/PRCS,"Culver City, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.02613567,-118.3932458,9091 Culver Blvd,Culver City,90232,,,No,74694.1796875,1331.74605987231
96,2374,,Unnamed site - Santa Monica Mountains Conservancy, ,Unknown Access,33.929,33.92778378,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.13103379,-118.73977537,,Agoura Hills,91301,,,No,1477888.35253906,6062.87914945664
97,2385,3000073,Jackrabbit Flats Wildlife Sanctuary,Jackrabbit Flats Wildlife Sanctuary,Open Access,114.458,114.4424507,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.54091959,-117.91617882,,Littlerock,93543,<Null>,General: (661) 944-6881,Yes,4985093.21191406,10363.5335407122
98,2403,22816,Jane Reynolds Park,Jane Reynolds Park,Open Access,6.806,6.80526614,"Lancaster, City of",City,City Agency,http://www.cityoflancasterca.org/index.aspx?page=23,"Lancaster, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,4,1,10,0,Local Park,34.69090124,-118.14154051,716 W Oldfield St,Lancaster,93534,,,No,296436.2109375,2474.80196655068
99,2428,73857,Jesse Owens Mini Park,Jesse Owens Mini Park,Open Access,1.745,1.74472587,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Local Park,34.19968954,-118.51802464,7100  White Oak Ave,Van Nuys,91406,,(818) 756-7667,No,75999.955078125,1167.65224349982
100,2445,23487,Jess Gonzales Sports Park,Jess Gonzales Sports Park,Open Access,9.87,9.86983111,"Rosemead, City of",City,City Agency,http://www.cityofrosemead.org/index.aspx?page=74,"Rosemead, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Local Park,34.0565189,-118.08340523,8471 Klingerman St,Rosemead,91770,,,No,429928.124023438,2644.65751658294
101,2488,,Joe A. Gonsalves Park,Joe A. Gonsalves Park,Open Access,5.172,5.17245492,"Cerritos, City of",City,City Agency,http://www.ci.cerritos.ca.us/,"Cerritos, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,Local Park,33.88137201,-118.04140977,13611 E 166th St,Cerritos,90703,,,No,225311.237304688,1890.20320108073
