OBJECTID,area_pop,area_per1k,area_1k,park_reproject_meters_UNIT_ID,park_reproject_meters_LMS_ID,park_reproject_meters_PARK_NAME,park_reproject_meters_PARK_LBL,park_reproject_meters_ACCESS_TYP,park_reproject_meters_RPT_ACRES,park_reproject_meters_GIS_ACRES,park_reproject_meters_AGNCY_NAME,park_reproject_meters_AGNCY_LEV,park_reproject_meters_AGNCY_TYP,park_reproject_meters_AGNCY_WEB,park_reproject_meters_MNG_AGENCY,park_reproject_meters_COGP_TYP,park_reproject_meters_NDS_AN_TYP,park_reproject_meters_NEEDS_ANLZ,park_reproject_meters_TKIT_SUM,park_reproject_meters_AMEN_RPT,park_reproject_meters_PRKINF_CND,park_reproject_meters_AM_OPNSP,park_reproject_meters_AM_TRLS,park_reproject_meters_TRLS_MI,park_reproject_meters_TENIS,park_reproject_meters_BSKTB,park_reproject_meters_BASEB,park_reproject_meters_SOCCR,park_reproject_meters_MPFLD,park_reproject_meters_FITZN,park_reproject_meters_SK8PK,park_reproject_meters_PCNIC,park_reproject_meters_PLGND,park_reproject_meters_POOLS,park_reproject_meters_SPPAD,park_reproject_meters_DGPRK,park_reproject_meters_GYM,park_reproject_meters_COMCT,park_reproject_meters_SNRCT,park_reproject_meters_RSTRM,park_reproject_meters_TOTAL_GOOD,park_reproject_meters_TOTAL_FAIR,park_reproject_meters_TOTAL_POOR,park_reproject_meters_TYPE,park_reproject_meters_CENTER_LAT,park_reproject_meters_CENTER_LON,park_reproject_meters_ADDRESS,park_reproject_meters_CITY,park_reproject_meters_ZIP,park_reproject_meters_HOURS,park_reproject_meters_PHONES,park_reproject_meters_IS_COUNTY,park_reproject_meters_Shape__Are,park_reproject_meters_Shape__Len
"228",217.653,126.572,1265.723,"5351",,Las Virgenes View Park,Las Virgenes View Park,Unknown Access,275.497999999999990,275.488356619999990,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.129139940000002,-118.689700079999994,Las Virgenes Rd,Calabasas,"91302",,,No,12000224.810546901077032,32242.026980350601661
"2413",401.567,0.154,1.545,"46079",,A. E. Wright Middle School,A. E. Wright Middle School,Open Access,0.620000000000000,0.620301780000000,Las Virgenes Unified School Distrct,Special District,School District,"http://www.lvusd.org/
","Calabasas, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,None,None,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",Local Park,34.134324450000001,-118.704701000000000,4029 Las Virgenes Rd,Calabasas,"91302",,,No,27020.237304687500000,702.330734375702946
"1129",726.113,0.635,6.350,"7107",,Las Virgenes Creek OS,Las Virgenes Creek OS,Open Access,4.611000000000000,4.610690880000000,"Calabasas, City of",City,City Agency,http://www.cityofcalabasas.com/recreation.html,"Calabasas, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Local Park,34.138883340000000,-118.703713269999994,1925 Las Virgenes Rd,Calabasas,"91302",,,No,200840.895507812994765,4288.728732377760025
"2412",50.126,4.403,44.029,"46078",,Calabasas Bark Park,Calabasas Bark Park,Open Access,2.207000000000000,2.206982080000000,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,"Calabasas, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.134093190000002,-118.702517709999995,Calabasas,Calabasas,"91302",,,No,96135.751953125000000,1595.623655812639981
"1119",3501.605,0.238,2.383,"7095","23098",Gates Canyon Park,Gates Canyon Park,Open Access,8.346000000000000,8.345627340000000,"Calabasas, City of",City,City Agency,http://www.cityofcalabasas.com/recreation.html,"Calabasas, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"2","1","0","0","2","0","0","1","2","0","0","0","0","0","0","1","9","0","0",Local Park,34.161290549999997,-118.692258670000001,25801 Thousand Oaks Blvd,Calabasas,"91302",,,No,363534.071289063023869,2570.658242264779801
"1557",2763.733,4.131,41.311,"14904",,Upper Las Virgenes Open Space Preserve,Upper Las Virgenes OSP,Open Access,115.697999999999993,114.171370339999996,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.161291200000001,-118.676963430000001,Las Virgenes Rd,Calabasas,"91302",,,No,4973285.000976559706032,14765.858990352400724
"118",5460.581,1.268,12.685,"2928","22710",Knapp Ranch Park,Knapp Ranch Park,Open Access,69.271000000000001,69.267131149999997,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"4","2","3","0","0","1","0","0","2","0","0","0","0","0","0","1","0","13","0",Local Park,34.188557609999997,-118.663625940000003,25000  Kittridge St,West Hills,"91307",,(818) 883-6641,No,3017264.164062500000000,9303.514089193820837
"1591",1302.426,1.240,12.402,"15245",,West Hills Recreation Center,West Hills Rec. Ctr.,Open Access,16.154000000000000,16.152725870000001,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Local Park,34.198517090000003,-118.657650029999999,6900  Valley Circle Blvd,West Hills,"91307",,(818) 765-0284,No,703609.923828125000000,3687.524465990329645
"1378",847.382,0.579,5.786,"12478",,Unnamed site - Mountains Recreation and Conservation Authority,,Open Access,4.903000000000000,4.903283310000000,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Neighborhood Park,Park < 5 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.129781680000001,-118.649214950000001,26800 Mulholland Hwy,Calabasas,"91302",,,No,213586.165039062994765,4592.856732963029572
"2278",2199.262,6.715,67.149,"45843",,Chatsworth Reservoir Site,Chatsworth Reservoir Site,Open Access,147.692000000000007,147.677844880000009,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.236624579999997,-118.639781600000006,Chatsworth Reservoir,Canoga Park,"91304",,,No,6432821.191406250000000,28029.933583565001754
"2005",166.409,71.390,713.905,"44383",,Cold Creek - Secret Valley,Cold Creek - Secret Valley,Open Access,118.804000000000002,118.800136030000004,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.121466689999998,-118.654730909999998,Calabasas,Calabasas,"91302",,,No,5174913.216796879656613,15990.399100230000840
"2824",670.816,0.095,0.954,"46572",,Beach Green Park,Beach Green Park,Open Access,0.640000000000000,0.640181950000000,"Santa Monica, City of",City,City Agency,http://santa-monica.org/departments/ccs/content.aspx?id=32599,"Santa Monica, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.001686520000000,-118.487699939999999,Santa Monica,Santa Monica,"90405",,,No,27886.213867187500000,823.988853789855057
"2827",1102.128,0.081,0.807,"46575",,Beach Park 4,Beach Park 4,Open Access,0.889000000000000,0.888887680000000,"Santa Monica, City of",City,City Agency,http://santa-monica.org/departments/ccs/content.aspx?id=32599,"Santa Monica, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,None,None,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Local Park,34.009388190000003,-118.495686350000000,3400 Barnard Way,Santa Monica,"90401",,,No,38719.791992187500000,1022.098440090720032
"1547",1697.298,0.178,1.783,"14757","22787",Castle Peak Park,Castle Peak Park,Open Access,3.027000000000000,3.026512600000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",Local Park,34.207296829999997,-118.653404589999994,24220  Clarington Dr,Canoga Park,"91304",,(818) 883-6641,No,131834.366210937994765,1516.231620490729938
"2415",8934.145,0.099,0.986,"46081",,Calabasas Tennis and Swim Center,Calabasas Tennis and Swim Ctr.,Restricted Access,8.805999999999999,8.806065419999999,"Calabasas, City of",City,City Agency,http://www.cityofcalabasas.com/recreation.html,"Calabasas, City of",Special Use,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"16","1","0","0","0","5","0","1","1","2","0","0","0","1","0","0","27","0","0",Local Park,34.154826260000000,-118.638806770000002,23400 Park Sorrento,Calabasas,"91302",,,No,383590.676757813023869,2582.781398228919898
"197",9611.785,0.023,0.233,"4956","73869",Mae Boyar Rec. Center,Mae Boyar Rec. Ctr.,Open Access,2.241000000000000,2.240844260000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","2",Local Park,34.195440040000001,-118.646964969999999,23936 Highlander Rd,West Hills,"91307",,(818) 883-3637,No,97610.781250000000000,1539.661204474919941
"1296",2456.096,2.180,21.801,"10379","22763",Roscoe-Valley Circle Park,Roscoe-Valley Circle Park,Open Access,53.548999999999999,53.545901080000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.216637230000003,-118.650845169999997,Canoga Park,Canoga Park,"91304",,,No,2332450.122070310171694,11291.114999494000585
"156",765.900,1.101,11.012,"3832","22788",Lazy J Ranch Park,Lazy J Ranch Park,Open Access,8.435000000000000,8.434094000000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",Local Park,34.213115369999997,-118.645138410000001,Ingomar,Canoga Park,"91304",,(818) 883-6641,No,367387.666992188023869,2876.037482017669845
"1292",405.899,2.387,23.866,"10272",,Rocky Peak Adj. Tax Default,Rocky Peak Adj. Tax Default,Unknown Access,9.688000000000001,9.687097930000000,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.273042799999999,-118.632306000000000,,Chatsworth,"91311",,,No,421968.298828125000000,3184.920466327339909
"2974",336.273,3.088,30.884,"13391",,Calabasas Highlands Open Space,Calabasas Highlands OS,Open Access,10.385617610000001,10.385617610000001,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.127208170000003,-118.644433660000004,5215 Las Virgenes Rd,Calabasas,"91302",,,No,452395.693359375000000,3655.605545455040101
"2417",270.893,0.066,0.663,"46083",,Highlands Park (City of Calabasas),Highlands Park,Open Access,0.180000000000000,0.179521340000000,"Calabasas, City of",City,City Agency,http://www.cityofcalabasas.com/recreation.html,"Calabasas, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","0","0",Local Park,34.129610350000000,-118.642293440000003,25801 Thousand Oaks Blvd,Calabasas,"91302",,,No,7819.916992187499091,325.491370308861008
"1379",352.594,1.765,17.650,"12479",,Unnamed site - Mountains Recreation and Conservation Authority,,Unknown Access,6.224000000000000,6.223293150000000,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Neighborhood Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.131804359999997,-118.642063419999999,26800 Mulholland Hwy,Calabasas,"91302",,,No,271085.562500000000000,5051.246822985979634
"1217",1291.841,1.866,18.660,"7333","2680",Orcutt Ranch Horticultural Center Park,Orcutt Ranch Horticultural Ctr. Park,Open Access,24.108000000000001,24.106323220000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.218095179999999,-118.640489329999994,23600 Roscoe Blvd,Canoga Park,"91304",,,No,1050067.246093750000000,4873.515305610079849
"1648",4967.590,0.040,0.402,"17884","73842",Cohasset Melba Park,Cohasset Melba Park,Open Access,1.998000000000000,1.997406250000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",Local Park,34.205518020000000,-118.635064220000004,7449  Melba Ave,West Hills,"91307",,(818) 883-6641,No,87006.668945312500000,1189.736309313299898
"2010",424.544,23.675,236.746,"44389",,Unnamed site - Mountains Recreation and Conservation Authority,,Unknown Access,100.513000000000005,100.509291210000001,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.122924920000003,-118.622174759999993,,Topanga,"90290",,,No,4378167.213867190293968,18384.096321292199718
"2146",578.633,2.110,21.096,"45649",,Calabasas Creekside Park & Community Center,Calabasas Creekside Park & Community Ctr.,Open Access,12.207000000000001,12.206989180000001,"Calabasas, City of",City,City Agency,http://www.cityofcalabasas.com/recreation.html,"Calabasas, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","1","1","1","1","0","0","1","2","0","0","0","0","1","0","0","8","0","0",Local Park,34.133380529999997,-118.637735780000000,3655 Old Topanga Canyon Rd,Topanga,"90290",,,No,531734.318359375000000,3922.961867227550101
"1541",2395.385,0.102,1.025,"14674","22826",Taxco Trails Park,Taxco Trails Park,Open Access,2.455000000000000,2.454992490000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",Local Park,34.212541289999997,-118.638283500000000,23367  Ingomar St,Canoga Park,"91304",,(818) 883-6641,No,106939.045898437994765,1369.263127732800058
"1619",5645.283,0.106,1.056,"15526","22828",Chase Park,Chase Park,Open Access,5.964000000000000,5.963429970000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Poor,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1",Local Park,34.223639020000000,-118.617873309999993,22525  Chase St,Canoga Park,"91304",,(818) 883-6641,No,259765.968750000000000,2071.929643474889872
"703",897.426,1.245,12.447,"6456",,Headwaters Corner,Headwaters Corner,Open Access,11.170000000000000,11.169866420000000,"Calabasas, City of",City,City Agency,http://www.cityofcalabasas.com/recreation.html,"Calabasas, City of",Community Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.136493930000000,-118.632006380000007,23050 Mulholland Hwy,Calabasas,"91302",,,No,486557.438476563082077,3647.584545390289804
"129",95.581,1073.153,10731.532,"3262","22726",Chatsworth Nature Preserve and Reservoir,Chatsworth Nature Preserve and Reservoir,Open Access,1025.801999999999907,1025.730565370000022,"Los Angeles - Department of Water and Power, City of",City,City Agency,http://www.ladwp.com/,"Los Angeles - Department of Water and Power, City of",Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.231765230000001,-118.629498580000003,Chatsworth,Canoga Park,"91304",,,No,44680644.712890602648258,50842.102239104198816
"1336",6984.080,0.177,1.766,"12394","22751",Shadow Ranch Park,Shadow Ranch Park,Open Access,12.332000000000001,12.330947950000001,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"0","1","2","1","0","1","0","0","1","0","0","0","0","1","0","0","1","6","0",Local Park,34.195025190000003,-118.619987829999999,22633  Vanowen St,West Hills,"91307",,(818) 883-3637,No,537133.940429687965661,3199.857567404460042
"1870",1556.302,3.726,37.264,"25034","3000032",Castaic Regional Sports Complex,Castaic Sports Complex,Open Access,58.002000000000002,57.994236379999997,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,Fair,0.350000000000000,"0","2","3","0","1","1","1","0","2","4","1","0","1","1","0","2","7","8","1",Local Park,34.485647049999997,-118.613736529999997,31320 N. Castaic Rd.,Castaic,"91384","Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday
<p>
Restroom Hours<br>
Monday -","General: (661) 775-8865; ; Reservations: (800) 267-2757; Aquatics: (661) 294-6467",Yes,2526218.832031250000000,7204.826805398909528
